date,player1,Rank 1,胜/负,player2,Rank 2
2023/2/1,西本拳太,14,胜,米通·曼朱纳特,45
2023/1/26,西本拳太,13,负,杨灿,30
2023/1/25,西本拳太,13,胜,克里斯蒂安·阿迪纳塔,78
2023/1/17,西本拳太,13,负,坎塔蓬·旺差伦,31
2023/1/13,西本拳太,17,负,安赛龙,1
2023/1/12,西本拳太,17,胜,乔纳坦·克里斯蒂,3
2023/1/10,西本拳太,17,胜,斯里坎特·基达姆比,13
2024/11/13,陆光祖,15,负,小托马·波波夫,18
2024/10/17,陆光祖,18,胜,乔纳坦·克里斯蒂,3
2024/10/15,陆光祖,18,胜,拉克什亚·森,17
2024/10/10,陆光祖,17,负,渡边航贵,14
2024/10/9,陆光祖,17,胜,金廷,9
2024/9/17,陆光祖,16,负,李佳豪,22
2024/9/11,陆光祖,16,负,李卓耀,15
2024/9/1,陆光祖,13,胜,李佳豪,30
2024/8/31,陆光祖,13,胜,李卓耀,17
2024/8/30,陆光祖,13,胜,奈良冈功大,7
2024/8/29,陆光祖,13,胜,拉斯穆斯·杰姆克,25
2024/8/28,陆光祖,13,胜,翁泓阳,26
2024/8/21,陆光祖,14,负,周天成,10
2024/6/6,陆光祖,15,负,石宇奇,2
2024/6/5,陆光祖,15,胜,苏力扬,30
2024/5/28,陆光祖,15,负,骆建佑,12
2024/5/25,陆光祖,19,负,安赛龙,1
2024/5/24,陆光祖,19,胜,吴英伦,83
2024/5/23,陆光祖,19,胜,王子维,22
2024/5/22,陆光祖,19,胜,李佳豪,32
2024/5/17,陆光祖,19,负,李梓嘉,10
2024/5/16,陆光祖,19,胜,渡边航贵,21
2024/5/15,陆光祖,19,胜,坎塔蓬·旺差伦,46
2024/4/10,陆光祖,16,负,普兰诺伊·H·S,9
2024/3/13,陆光祖,17,负,昆拉武特·威提讪,7
2024/3/8,陆光祖,17,负,石宇奇,2
2024/3/7,陆光祖,17,胜,斯里坎特·基达姆比,24
2024/3/6,陆光祖,17,胜,普兰诺伊·H·S,7
2024/1/25,陆光祖,18,负,基兰·乔治,36
2024/1/24,陆光祖,18,胜,乔纳坦·克里斯蒂,6
2024/1/17,陆光祖,17,负,西本拳太,12
2024/1/12,陆光祖,19,负,石宇奇,6
2024/1/11,陆光祖,19,胜,金廷,4
2024/1/9,陆光祖,19,胜,李梓嘉,11
2023/11/23,陆光祖,16,负,李梓嘉,11
2023/11/22,陆光祖,16,胜,坎塔蓬·旺差伦,34
2023/11/16,陆光祖,14,负,石宇奇,7
2023/11/15,陆光祖,14,胜,李佳豪,35
2023/10/24,陆光祖,12,负,李卓耀,16
2023/10/19,陆光祖,12,负,金廷,2
2023/10/18,陆光祖,12,胜,黄智勇,17
2023/10/13,陆光祖,12,负,黄智勇,19
2023/10/12,陆光祖,12,胜,基兰·乔治,42
2023/10/11,陆光祖,12,胜,李佳豪,35
2023/9/13,陆光祖,11,负,西本拳太,15
2023/9/10,陆光祖,15,负,安赛龙,1
2023/9/9,陆光祖,15,胜,石宇奇,5
2023/9/8,陆光祖,15,胜,常山干太,17
2023/9/7,陆光祖,15,胜,李诗沣,7
2023/9/6,陆光祖,15,胜,伍家朗,18
2023/8/22,陆光祖,14,负,王子维,29
2023/8/21,陆光祖,14,胜,Joran KWEEKEL,82
2023/7/26,陆光祖,14,负,安德斯·安东森,12
2023/7/21,陆光祖,13,负,石宇奇,6
2023/7/20,陆光祖,13,胜,王子维,29
2023/7/19,陆光祖,13,胜,常山干太,15
2023/6/14,陆光祖,13,负,斯里坎特·基达姆比,22
2023/6/7,陆光祖,13,负,石宇奇,9
2023/6/6,陆光祖,13,胜,林俊易,24
2023/6/2,陆光祖,13,负,昆拉武特·威提讪,5
2023/6/1,陆光祖,13,胜,坎塔蓬·旺差伦,29
2023/5/31,陆光祖,13,胜,米沙·西尔伯曼,41
2023/5/24,陆光祖,12,负,李梓嘉,10
2023/4/29,陆光祖,14,负,骆建佑,7
2023/4/28,陆光祖,14,胜,奈良冈功大,5
2023/4/27,陆光祖,14,胜,周天成,6
2023/4/26,陆光祖,14,胜,坎塔蓬·旺差伦,31
2023/3/10,陆光祖,10,负,伍家朗,15
2023/3/9,陆光祖,10,胜,常山干太,16
2023/3/8,陆光祖,10,胜,扬·劳达,56
2023/1/27,陆光祖,10,负,石宇奇,27
2023/1/26,陆光祖,10,胜,小托马·波波夫,25
2023/1/25,陆光祖,10,胜,西蒂空·塔马辛,32
2023/1/17,陆光祖,10,负,金廷,3
2023/1/11,陆光祖,11,负,赵俊鹏,12
2024/11/13,拉克什亚·森,17,负,梁峻豪,31
2024/10/15,拉克什亚·森,17,负,陆光祖,18
2024/10/10,拉克什亚·森,19,负,周天成,10
2024/8/5,拉克什亚·森,18,负,李梓嘉,7
2024/8/4,拉克什亚·森,18,负,安赛龙,2
2024/8/2,拉克什亚·森,18,胜,周天成,11
2024/8/1,拉克什亚·森,18,胜,普兰诺伊·H·S,12
2024/7/31,拉克什亚·森,18,胜,乔纳坦·克里斯蒂,3
2024/7/29,拉克什亚·森,18,胜,朱利安·卡拉基,52
2024/7/27,拉克什亚·森,18,胜,凯文·科登,41
2024/6/7,拉克什亚·森,14,负,安德斯·安东森,5
2024/6/6,拉克什亚·森,14,胜,西本拳太,12
2024/6/4,拉克什亚·森,14,胜,常山干太,29
2024/5/29,拉克什亚·森,14,负,安赛龙,1
2024/5/2,拉克什亚·森,13,胜,李诗沣,6
2024/5/1,拉克什亚·森,13,负,乔纳坦·克里斯蒂,3
2024/4/27,拉克什亚·森,13,胜,Panitchaphon TEERARATSAKUL,105
2024/4/10,拉克什亚·森,13,负,石宇奇,2
2024/3/21,拉克什亚·森,13,负,李佳豪,34
2024/3/20,拉克什亚·森,13,胜,梁峻豪,37
2024/3/16,拉克什亚·森,18,负,乔纳坦·克里斯蒂,9
2024/3/15,拉克什亚·森,18,胜,李梓嘉,10
2024/3/14,拉克什亚·森,18,胜,安德斯·安东森,3
2024/3/13,拉克什亚·森,18,胜,马格努斯·约翰内森,33
2024/3/9,拉克什亚·森,19,负,昆拉武特·威提讪,8
2024/3/8,拉克什亚·森,19,胜,骆建佑,12
2024/3/7,拉克什亚·森,19,胜,李诗沣,4
2024/3/5,拉克什亚·森,19,胜,常山干太,18
2024/2/16,拉克什亚·森,19,胜,渡边航贵,20
2024/2/15,拉克什亚·森,19,胜,雷兰曦,35
2024/2/14,拉克什亚·森,19,胜,陈延泽,90
2024/1/25,拉克什亚·森,19,负,安德斯·安东森,7
2024/1/24,拉克什亚·森,19,胜,翁泓阳,17
2024/1/16,拉克什亚·森,19,负,普里扬舒·拉贾瓦特,30
2024/1/10,拉克什亚·森,16,负,翁泓阳,18
2023/11/22,拉克什亚·森,17,负,石宇奇,7
2023/11/15,拉克什亚·森,17,负,奈良冈功大,5
2023/10/24,拉克什亚·森,17,负,阿诺·梅克尔,44
2023/10/17,拉克什亚·森,16,负,坎塔蓬·旺差伦,33
2023/10/1,拉克什亚·森,14,胜,石宇奇,6
2023/9/30,拉克什亚·森,14,胜,李伦圭,119
2023/9/29,拉克什亚·森,14,胜,普林斯·达哈尔,
2023/9/13,拉克什亚·森,13,负,苏力扬,35
2023/9/5,拉克什亚·森,12,负,安德斯·安东森,10
2023/8/24,拉克什亚·森,11,负,昆拉武特·威提讪,3
2023/8/22,拉克什亚·森,11,胜,全奕陈,51
2023/8/21,拉克什亚·森,11,胜,乔治·朱利安·保罗,111
2023/8/2,拉克什亚·森,11,负,基兰·乔治,55
2023/7/29,拉克什亚·森,13,负,乔纳坦·克里斯蒂,9
2023/7/28,拉克什亚·森,13,胜,渡边航贵,33
2023/7/27,拉克什亚·森,13,胜,常山干太,17
2023/7/26,拉克什亚·森,13,胜,普里扬舒·拉贾瓦特,31
2023/7/15,拉克什亚·森,12,负,李诗沣,7
2023/7/14,拉克什亚·森,12,胜,桑卡尔·苏布拉玛尼安,80
2023/7/13,拉克什亚·森,12,胜,扬·劳达,39
2023/7/12,拉克什亚·森,12,胜,卡勒·科利约宁,55
2023/7/9,拉克什亚·森,19,胜,李诗沣,10
2023/7/8,拉克什亚·森,19,胜,西本拳太,11
2023/7/7,拉克什亚·森,19,胜,朱利安·卡拉基,62
2023/7/6,拉克什亚·森,19,胜,伊戈尔·科埃略,58
2023/7/5,拉克什亚·森,19,胜,昆拉武特·威提讪,4
2023/6/15,拉克什亚·森,20,负,斯里坎特·基达姆比,22
2023/6/14,拉克什亚·森,20,胜,李梓嘉,11
2023/6/6,拉克什亚·森,19,负,周天成,7
2023/6/3,拉克什亚·森,23,负,昆拉武特·威提讪,5
2023/6/2,拉克什亚·森,23,胜,梁峻豪,63
2023/6/1,拉克什亚·森,23,胜,李诗沣,12
2023/5/31,拉克什亚·森,23,胜,王子维,27
2023/5/25,拉克什亚·森,22,负,伍家朗,14
2023/5/24,拉克什亚·森,22,胜,骆建佑,4
2023/4/26,拉克什亚·森,24,负,骆建佑,7
2023/3/22,拉克什亚·森,25,负,李卓耀,19
2023/3/16,拉克什亚·森,19,负,安德斯·安东森,18
2023/3/14,拉克什亚·森,19,胜,周天成,5
2023/3/8,拉克什亚·森,12,负,克里斯托·波波夫,41
2023/2/17,拉克什亚·森,11,负,伍家朗,14
2023/2/15,拉克什亚·森,11,胜,Dev VISHNU,
2023/1/27,拉克什亚·森,12,负,乔纳坦·克里斯蒂,3
2023/1/26,拉克什亚·森,12,胜,黄智勇,28
2023/1/25,拉克什亚·森,12,胜,奈良冈功大,7
2023/1/18,拉克什亚·森,12,负,拉斯穆斯·杰姆克,20
2023/1/17,拉克什亚·森,12,胜,普兰诺伊·H·S,9
2023/1/11,拉克什亚·森,10,负,普兰诺伊·H·S,8
2024/11/15,克里斯托·波波夫,25,负,安赛龙,2
2024/11/14,克里斯托·波波夫,25,胜,周天成,8
2024/11/13,克里斯托·波波夫,25,胜,阿尔维·法汉,38
2024/11/3,克里斯托·波波夫,28,胜,小托马·波波夫,20
2024/11/2,克里斯托·波波夫,28,胜,阿尤什·谢蒂,51
2024/10/31,克里斯托·波波夫,28,胜,Daniil DUBOVENKO,89
2024/10/30,克里斯托·波波夫,28,胜,陈家杰,111
2024/10/16,克里斯托·波波夫,29,负,李诗沣,8
2024/10/9,克里斯托·波波夫,27,负,李梓嘉,4
2024/9/17,克里斯托·波波夫,26,负,王子维,23
2024/9/12,克里斯托·波波夫,28,负,吴英伦,56
2024/9/11,克里斯托·波波夫,28,胜,詹俊为,61
2024/6/6,克里斯托·波波夫,24,负,李诗沣,4
2024/6/5,克里斯托·波波夫,24,胜,朱利安·卡拉基,45
2024/5/29,克里斯托·波波夫,21,负,杨灿,25
2024/5/22,克里斯托·波波夫,21,负,高桥洸士,56
2024/4/10,克里斯托·波波夫,20,负,亚历克斯·拉尼耶,48
2024/3/28,克里斯托·波波夫,21,负,骆建佑,11
2024/3/20,克里斯托·波波夫,21,负,周天成,15
2024/3/16,克里斯托·波波夫,24,负,金廷,5
2024/3/15,克里斯托·波波夫,24,胜,渡边航贵,20
2024/3/14,克里斯托·波波夫,24,胜,苏力扬,32
2024/3/12,克里斯托·波波夫,24,胜,李卓耀,13
2024/3/6,克里斯托·波波夫,23,负,石宇奇,2
2024/3/3,克里斯托·波波夫,27,胜,拉斯穆斯·杰姆克,29
2024/3/2,克里斯托·波波夫,27,胜,全奕陈,54
2024/3/1,克里斯托·波波夫,27,胜,苏力扬,31
2024/2/29,克里斯托·波波夫,27,胜,李佳豪,34
2024/2/28,克里斯托·波波夫,27,胜,马德斯·克里斯托弗森,53
2024/2/18,克里斯托·波波夫,27,负,拉斯穆斯·杰姆克,29
2024/2/17,克里斯托·波波夫,27,胜,Nadeem DALVI,
2024/2/16,克里斯托·波波夫,27,胜,Oleksii TITOV,
2024/2/15,克里斯托·波波夫,27,胜,Finn ACHTHOVEN,
2024/2/14,克里斯托·波波夫,27,胜,Nadeem DALVI,
2024/1/24,克里斯托·波波夫,28,负,周天成,14
2024/1/16,克里斯托·波波夫,27,负,苏力扬,34
2024/1/10,克里斯托·波波夫,27,负,奈良冈功大,2
2023/12/10,克里斯托·波波夫,29,胜,Fabio CAPONIO,90
2023/12/9,克里斯托·波波夫,29,胜,Stanimir TERZIEV,
2023/12/8,克里斯托·波波夫,29,胜,Andraz KRAPEZ,
2023/11/24,克里斯托·波波夫,29,负,常山干太,15
2023/11/23,克里斯托·波波夫,29,胜,石宇奇,7
2023/11/21,克里斯托·波波夫,29,胜,杨灿,26
2023/11/3,克里斯托·波波夫,29,负,李卓耀,19
2023/11/2,克里斯托·波波夫,29,胜,阿诺·梅克尔,40
2023/11/1,克里斯托·波波夫,29,胜,Joran KWEEKEL,87
2023/10/24,克里斯托·波波夫,29,负,骆建佑,9
2023/10/17,克里斯托·波波夫,29,负,金廷,2
2023/10/12,克里斯托·波波夫,29,负,雷兰曦,45
2023/10/11,克里斯托·波波夫,29,胜,昆拉武特·威提讪,5
2023/9/14,克里斯托·波波夫,29,负,西本拳太,15
2023/9/13,克里斯托·波波夫,29,胜,骆建佑,9
2023/9/5,克里斯托·波波夫,29,负,骆建佑,8
2023/8/22,克里斯托·波波夫,31,负,安赛龙,1
2023/8/21,克里斯托·波波夫,31,胜,阮海当,86
2023/7/2,克里斯托·波波夫,31,负,安赛龙,1
2023/7/1,克里斯托·波波夫,31,胜,米沙·西尔伯曼,47
2023/6/30,克里斯托·波波夫,31,胜,马克·卡尔尤,52
2023/6/29,克里斯托·波波夫,31,胜,扬·劳达,55
2023/6/28,克里斯托·波波夫,31,胜,Gergo PYTEL,
2023/6/27,克里斯托·波波夫,31,胜,Matthew ABELA,
2023/6/26,克里斯托·波波夫,31,胜,Filip SPOLJAREC,
2023/6/13,克里斯托·波波夫,30,负,周天成,8
2023/6/9,克里斯托·波波夫,35,负,昆拉武特·威提讪,3
2023/6/7,克里斯托·波波夫,35,胜,骆建佑,5
2023/6/6,克里斯托·波波夫,35,胜,米沙·西尔伯曼,39
2023/6/1,克里斯托·波波夫,36,负,梁峻豪,63
2023/5/31,克里斯托·波波夫,36,胜,塞·帕拉内斯·巴米迪帕提,61
2023/5/23,克里斯托·波波夫,35,负,全奕陈,58
2023/5/23,克里斯托·波波夫,35,胜,Mohamad Hafiz MOHAMED SIKKANDER,
2023/5/14,克里斯托·波波夫,38,胜,李伦圭,
2023/4/6,克里斯托·波波夫,41,负,雷兰曦,92
2023/4/5,克里斯托·波波夫,41,胜,Felix BURESTEDT,75
2023/3/30,克里斯托·波波夫,38,负,渡边航贵,36
2023/3/29,克里斯托·波波夫,38,胜,凯文·科登,47
2023/3/24,克里斯托·波波夫,40,负,安赛龙,1
2023/3/23,克里斯托·波波夫,40,胜,普兰诺伊·H·S,9
2023/3/22,克里斯托·波波夫,40,胜,基兰·乔治,54
2023/3/9,克里斯托·波波夫,41,负,李卓耀,22
2023/3/8,克里斯托·波波夫,41,胜,拉克什亚·森,12
2023/2/18,克里斯托·波波夫,42,负,安赛龙,1
2023/2/16,克里斯托·波波夫,42,胜,卡伊·舍费尔,63
2023/1/24,克里斯托·波波夫,39,负,普里扬舒·拉贾瓦特,54
2024/11/13,骆建佑,14,负,雷兰曦,28
2024/10/18,骆建佑,11,负,亚历克斯·拉尼耶,21
2024/10/17,骆建佑,11,胜,李卓耀,15
2024/10/15,骆建佑,11,胜,奈良冈功大,5
2024/9/19,骆建佑,11,负,安德斯·安东森,5
2024/9/18,骆建佑,11,胜,田中湧士,30
2024/9/11,骆建佑,12,负,全奕陈,40
2024/8/21,骆建佑,12,负,王子维,21
2024/8/2,骆建佑,13,负,安赛龙,2
2024/8/1,骆建佑,13,胜,李诗沣,6
2024/7/31,骆建佑,13,胜,Uriel Francisco CANJURA ARTIGA,50
2024/7/28,骆建佑,13,胜,扬·劳达,63
2024/6/13,骆建佑,12,负,萨米尔·维尔马,114
2024/6/12,骆建佑,12,胜,卡勒·科利约宁,56
2024/6/4,骆建佑,13,负,昆拉武特·威提讪,8
2024/5/31,骆建佑,12,负,李诗沣,6
2024/5/30,骆建佑,12,胜,安德斯·安东森,4
2024/5/28,骆建佑,12,胜,陆光祖,15
2024/5/22,骆建佑,12,负,王子维,22
2024/5/15,骆建佑,13,负,王子维,23
2024/4/10,骆建佑,10,负,西本拳太,12
2024/3/31,骆建佑,11,胜,小托马·波波夫,25
2024/3/30,骆建佑,11,胜,王子维,24
2024/3/29,骆建佑,11,胜,马德斯·克里斯托弗森,55
2024/3/28,骆建佑,11,胜,克里斯托·波波夫,21
2024/3/27,骆建佑,11,胜,黄郁岂,60
2024/3/20,骆建佑,11,负,林俊易,22
2024/3/14,骆建佑,11,负,李梓嘉,10
2024/3/13,骆建佑,11,胜,伍家朗,25
2024/3/8,骆建佑,12,负,拉克什亚·森,19
2024/3/7,骆建佑,12,胜,金廷,5
2024/3/5,骆建佑,12,胜,小托马·波波夫,25
2024/2/14,骆建佑,11,负,西本拳太,12
2024/2/13,骆建佑,11,胜,Panitchaphon TEERARATSAKUL,146
2024/2/4,骆建佑,12,负,周天成,14
2024/2/3,骆建佑,12,胜,苏力扬,33
2024/2/2,骆建佑,12,胜,大林拓真,31
2024/2/1,骆建佑,12,胜,米沙·西尔伯曼,45
2024/1/31,骆建佑,12,胜,黄郁岂,54
2024/1/26,骆建佑,12,负,金廷,4
2024/1/25,骆建佑,12,胜,苏力扬,33
2024/1/24,骆建佑,12,胜,普兰诺伊·H·S,8
2024/1/9,骆建佑,10,负,安赛龙,1
2023/11/22,骆建佑,9,负,金廷,2
2023/11/15,骆建佑,9,负,桃田贤斗,41
2023/10/28,骆建佑,9,负,乔纳坦·克里斯蒂,6
2023/10/27,骆建佑,9,胜,石宇奇,7
2023/10/25,骆建佑,9,胜,伍家朗,20
2023/10/24,骆建佑,9,胜,克里斯托·波波夫,29
2023/10/20,骆建佑,9,负,石宇奇,4
2023/10/19,骆建佑,9,胜,安德斯·安东森,10
2023/10/17,骆建佑,9,胜,奈良冈功大,3
2023/10/3,骆建佑,9,负,黄智勇,19
2023/9/28,骆建佑,9,负,西本拳太,12
2023/9/13,骆建佑,9,负,克里斯托·波波夫,29
2023/9/8,骆建佑,8,负,安赛龙,1
2023/9/7,骆建佑,8,胜,安德斯·安东森,10
2023/9/5,骆建佑,8,胜,克里斯托·波波夫,29
2023/8/24,骆建佑,7,负,普兰诺伊·H·S,9
2023/8/22,骆建佑,7,胜,艾德·雷斯基·雷查约,75
2023/8/21,骆建佑,7,胜,巴勃罗·阿维安,85
2023/8/2,骆建佑,7,负,米通·曼朱纳特,50
2023/7/26,骆建佑,7,负,黄智勇,21
2023/7/23,骆建佑,8,负,安德斯·安东森,16
2023/7/22,骆建佑,8,胜,奈良冈功大,4
2023/7/21,骆建佑,8,胜,黄智勇,23
2023/7/20,骆建佑,8,胜,赵俊鹏,27
2023/7/19,骆建佑,8,胜,梁峻豪,58
2023/6/15,骆建佑,5,负,李诗沣,10
2023/6/14,骆建佑,5,胜,奇科·瓦多约,23
2023/6/7,骆建佑,5,负,克里斯托·波波夫,35
2023/6/6,骆建佑,5,胜,李卓耀,14
2023/5/24,骆建佑,4,负,拉克什亚·森,22
2023/5/18,骆建佑,4,胜,阿德姆·哈特姆·埃尔格姆,127
2023/5/14,骆建佑,4,负,安赛龙,1
2023/5/10,骆建佑,4,负,奇科·瓦多约,19
2023/5/8,骆建佑,4,胜,Jewel Angelo ALBO,
2023/4/30,骆建佑,7,负,金廷,2
2023/4/29,骆建佑,7,胜,陆光祖,14
2023/4/28,骆建佑,7,胜,李卓耀,20
2023/4/27,骆建佑,7,胜,Bahaedeen Ahmad ALSHANNIK,102
2023/4/26,骆建佑,7,胜,拉克什亚·森,24
2023/3/14,骆建佑,8,负,赵俊鹏,13
2023/3/9,骆建佑,8,负,西本拳太,14
2023/3/8,骆建佑,8,胜,米通·曼朱纳特,48
2023/2/14,骆建佑,8,负,李伦圭,
2023/1/26,骆建佑,8,负,奇科·瓦多约,23
2023/1/25,骆建佑,8,胜,李诗沣,20
2023/1/20,骆建佑,7,负,昆拉武特·威提讪,8
2023/1/18,骆建佑,7,胜,汉斯·维汀哈斯,34
2023/1/17,骆建佑,7,胜,奈良冈功大,6
2023/1/13,骆建佑,6,负,昆拉武特·威提讪,9
2023/1/12,骆建佑,6,胜,赵俊鹏,12
2023/1/11,骆建佑,6,胜,李诗沣,20
2024/11/14,小托马·波波夫,18,负,奈良冈功大,4
2024/11/13,小托马·波波夫,18,胜,陆光祖,15
2024/11/3,小托马·波波夫,20,负,克里斯托·波波夫,28
2024/11/1,小托马·波波夫,20,胜,阮日,41
2024/10/31,小托马·波波夫,20,胜,马德斯·克里斯托弗森,50
2024/10/30,小托马·波波夫,20,胜,巴勃罗·阿维安,64
2024/10/16,小托马·波波夫,19,负,安德斯·安东森,4
2024/10/9,小托马·波波夫,18,负,李诗沣,8
2024/9/19,小托马·波波夫,19,负,乔纳坦·克里斯蒂,8
2024/9/18,小托马·波波夫,19,胜,梁峻豪,29
2024/9/11,小托马·波波夫,19,负,金廷,10
2024/8/1,小托马·波波夫,22,负,李梓嘉,7
2024/7/31,小托马·波波夫,22,胜,金廷,9
2024/7/30,小托马·波波夫,22,胜,舒之颢,76
2024/6/7,小托马·波波夫,23,负,石宇奇,2
2024/6/6,小托马·波波夫,23,胜,拉斯穆斯·杰姆克,26
2024/6/5,小托马·波波夫,23,胜,王子维,22
2024/5/29,小托马·波波夫,24,负,奇科·瓦多约,29
2024/5/22,小托马·波波夫,23,负,李诗沣,6
2024/4/14,小托马·波波夫,25,负,安德斯·安东森,4
2024/4/13,小托马·波波夫,25,胜,安赛龙,1
2024/4/12,小托马·波波夫,25,胜,艾德·雷斯基·雷查约,63
2024/4/11,小托马·波波夫,25,胜,Joran KWEEKEL,110
2024/4/10,小托马·波波夫,25,胜,巴勃罗·阿维安,66
2024/3/31,小托马·波波夫,25,负,骆建佑,11
2024/3/30,小托马·波波夫,25,胜,周天成,15
2024/3/29,小托马·波波夫,25,胜,坎塔蓬·旺差伦,42
2024/3/28,小托马·波波夫,25,胜,苏力扬,30
2024/3/27,小托马·波波夫,25,胜,马克·卡尔尤,47
2024/3/20,小托马·波波夫,25,负,李佳豪,34
2024/3/14,小托马·波波夫,27,负,渡边航贵,20
2024/3/12,小托马·波波夫,27,胜,李诗沣,4
2024/3/5,小托马·波波夫,25,负,骆建佑,12
2024/2/28,小托马·波波夫,25,负,亚历克斯·拉尼耶,46
2024/2/18,小托马·波波夫,25,负,安德斯·安东森,4
2024/2/17,小托马·波波夫,25,胜,黄涵瑞,112
2024/2/16,小托马·波波夫,25,胜,DANYLO BOSNIUK,75
2024/2/15,小托马·波波夫,25,胜,马克·卡尔尤,48
2024/2/14,小托马·波波夫,25,胜,黄涵瑞,112
2024/1/24,小托马·波波夫,23,负,基兰·乔治,36
2024/1/17,小托马·波波夫,23,负,奈良冈功大,6
2024/1/11,小托马·波波夫,25,负,石宇奇,6
2024/1/9,小托马·波波夫,25,胜,周天成,14
2023/12/10,小托马·波波夫,25,胜,乔瓦尼·托蒂,67
2023/12/9,小托马·波波夫,25,胜,Iliyan STOYNOV,
2023/12/8,小托马·波波夫,25,胜,米哈·伊万契奇,
2023/11/22,小托马·波波夫,25,负,林俊易,21
2023/11/4,小托马·波波夫,24,负,李卓耀,19
2023/11/3,小托马·波波夫,24,胜,扬·劳达,47
2023/11/2,小托马·波波夫,24,胜,卡勒·科利约宁,55
2023/11/1,小托马·波波夫,24,胜,卡伊·舍费尔,69
2023/10/25,小托马·波波夫,25,负,金廷,2
2023/10/24,小托马·波波夫,25,胜,斯里坎特·基达姆比,22
2023/10/19,小托马·波波夫,26,负,翁泓阳,22
2023/10/17,小托马·波波夫,26,胜,李诗沣,6
2023/10/11,小托马·波波夫,26,负,基兰·乔治,42
2023/9/13,小托马·波波夫,25,负,安德斯·安东森,10
2023/9/6,小托马·波波夫,23,负,林俊易,24
2023/8/23,小托马·波波夫,24,负,奈良冈功大,4
2023/8/21,小托马·波波夫,24,胜,托比亚斯·金齐,112
2023/7/1,小托马·波波夫,27,负,安赛龙,1
2023/6/30,小托马·波波夫,27,胜,朱利安·卡拉基,71
2023/6/29,小托马·波波夫,27,胜,Gergo PYTEL,
2023/6/28,小托马·波波夫,27,胜,Bernardo ATILANO,83
2023/6/27,小托马·波波夫,27,胜,托比亚斯·金齐,144
2023/6/26,小托马·波波夫,27,胜,Karl KERT,
2023/6/15,小托马·波波夫,27,负,乔纳坦·克里斯蒂,7
2023/6/14,小托马·波波夫,27,胜,林俊易,24
2023/6/6,小托马·波波夫,25,负,安德斯·安东森,22
2023/6/3,小托马·波波夫,28,负,李卓耀,17
2023/6/2,小托马·波波夫,28,胜,基兰·乔治,59
2023/6/1,小托马·波波夫,28,胜,伍家朗,15
2023/5/31,小托马·波波夫,28,胜,阮日,31
2023/5/24,小托马·波波夫,28,负,斯里坎特·基达姆比,23
2023/5/17,小托马·波波夫,30,胜,Cholan KAYAN,
2023/4/5,小托马·波波夫,28,负,克里斯蒂安·阿迪纳塔,71
2023/4/1,小托马·波波夫,28,负,西本拳太,15
2023/3/31,小托马·波波夫,28,胜,马格努斯·约翰内森,55
2023/3/30,小托马·波波夫,28,胜,普里扬舒·拉贾瓦特,60
2023/3/29,小托马·波波夫,28,胜,林俊易,30
2023/3/23,小托马·波波夫,27,负,渡边航贵,37
2023/3/22,小托马·波波夫,27,胜,汉斯·维汀哈斯,35
2023/3/15,小托马·波波夫,25,负,斯里坎特·基达姆比,22
2023/3/8,小托马·波波夫,25,负,杨灿,29
2023/2/17,小托马·波波夫,25,胜,法比安·罗斯,102
2023/2/14,小托马·波波夫,25,胜,马克·卡尔尤,38
2023/1/26,小托马·波波夫,25,负,陆光祖,10
2023/1/25,小托马·波波夫,25,胜,王子维,22
2023/1/17,小托马·波波夫,23,负,安德斯·安东森,26
2023/1/10,小托马·波波夫,23,负,刘国伦,31
2024/11/13,李卓耀,20,负,拉斯穆斯·杰姆克,29
2024/10/17,李卓耀,15,负,骆建佑,11
2024/10/15,李卓耀,15,胜,雷兰曦,26
2024/10/11,李卓耀,16,负,乔纳坦·克里斯蒂,5
2024/10/10,李卓耀,16,胜,李诗沣,8
2024/10/9,李卓耀,16,胜,梁峻豪,29
2024/9/27,李卓耀,16,负,郑加恒,44
2024/9/26,李卓耀,16,胜,黄郁岂,91
2024/9/25,李卓耀,16,胜,德米特里·帕纳林,75
2024/9/18,李卓耀,14,负,翁泓阳,25
2024/9/13,李卓耀,15,负,雷兰曦,33
2024/9/12,李卓耀,15,胜,梁峻豪,29
2024/9/11,李卓耀,15,胜,陆光祖,16
2024/8/31,李卓耀,17,负,陆光祖,13
2024/8/30,李卓耀,17,胜,石宇奇,1
2024/8/29,李卓耀,17,胜,吴英伦,66
2024/8/28,李卓耀,17,胜,金东勋,
2024/8/21,李卓耀,18,负,奈良冈功大,8
2024/7/31,李卓耀,17,负,周天成,11
2024/7/30,李卓耀,17,胜,路易斯·拉蒙·加里多,67
2024/6/4,李卓耀,16,负,安德斯·安东森,5
2024/5/30,李卓耀,16,负,李诗沣,6
2024/5/28,李卓耀,16,胜,普里扬舒·拉贾瓦特,33
2024/5/23,李卓耀,17,负,伍家朗,24
2024/5/22,李卓耀,17,胜,伊戈尔·科埃略,48
2024/4/28,李卓耀,15,负,安赛龙,1
2024/4/27,李卓耀,15,负,李梓嘉,10
2024/4/11,李卓耀,14,负,乔纳坦·克里斯蒂,5
2024/4/10,李卓耀,14,胜,渡边航贵,21
2024/3/20,李卓耀,14,负,普里扬舒·拉贾瓦特,32
2024/3/12,李卓耀,13,负,克里斯托·波波夫,24
2024/3/6,李卓耀,13,负,伍家朗,26
2024/2/13,李卓耀,14,负,翁泓阳,16
2024/1/31,李卓耀,13,负,大林拓真,31
