Match,Distribution Type,Data Type,Parameter,Spearman Round Robin,Spearman Swiss Round,Spearman Double Elimination,Spearman Weighted Round Robin,Spearman Round Robin Knockout,Spearman Ladder Tournament
StarCraft,PL,Simulation Data,14,0.6075534759358288,0.5215407754010697,0.1863803475935829,0.4322860962566845,0.3838402406417112,0.0007687165775400962
StarCraft,PL,Simulation Data,15,0.5865474598930482,0.5355782085561497,0.23567847593582886,0.46047794117647073,0.47448195187165776,0.011915106951871651
StarCraft,PL,Simulation Data,16,0.6155414438502675,0.5308823529411765,0.15837232620320857,0.48377339572192524,0.4152072192513369,0.014939839572192503
StarCraft,PL,Simulation Data,17,0.6153743315508022,0.5773729946524064,0.12386363636363637,0.4812332887700535,0.45051804812834223,0.021841577540106943
StarCraft,PL,Simulation Data,18,0.60899064171123,0.560745320855615,0.20427807486631014,0.5232620320855614,0.4247994652406417,-0.009441844919786096
StarCraft,PL,Simulation Data,19,0.6391377005347594,0.5749164438502673,0.21859959893048128,0.46066176470588244,0.3804979946524064,0.05121991978609626
StarCraft,PL,Simulation Data,20,0.6057820855614974,0.6097593582887701,0.2348094919786096,0.48671457219251335,0.39520387700534765,0.0013034759358288629
StarCraft,PL,Simulation Data,21,0.6345588235294117,0.5841911764705883,0.20163770053475932,0.4280915775401069,0.42102272727272727,0.0359792780748663
StarCraft,PL,Simulation Data,22,0.6295287433155079,0.6147058823529414,0.20554812834224592,0.4235795454545455,0.3875334224598931,0.052506684491978595
StarCraft,PL,Simulation Data,23,0.6627005347593583,0.582687165775401,0.1887366310160428,0.5109625668449198,0.36753008021390376,0.04082553475935829
StarCraft,PL,Simulation Data,24,0.6685494652406416,0.6349097593582889,0.2216243315508021,0.49677473262032096,0.325,0.045086898395721914
StarCraft,PL,Simulation Data,25,0.6630347593582888,0.6581216577540105,0.18795120320855613,0.46600935828877005,0.468716577540107,0.004629010695187152
StarCraft,PL,Simulation Data,26,0.6740808823529413,0.6832553475935829,0.21027740641711237,0.49258021390374324,0.3778910427807486,0.049164438502673796
StarCraft,PL,Simulation Data,27,0.6647727272727273,0.6454378342245989,0.19889705882352943,0.4450033422459893,0.4139371657754012,0.016326871657754018
StarCraft,PL,Simulation Data,28,0.6761864973262033,0.6522393048128343,0.18599598930481281,0.4910260695187166,0.3835227272727273,0.06442179144385027
StarCraft,PL,Simulation Data,29,0.7115307486631017,0.6459558823529413,0.17351270053475945,0.45501336898395717,0.4482954545454546,0.049983288770053466
StarCraft,PL,Simulation Data,30,0.7159425133689841,0.6945688502673797,0.1783088235294118,0.4959057486631016,0.3770554812834225,0.03793449197860962
StarCraft,PL,Simulation Data,31,0.7123495989304813,0.6637366310160429,0.17800802139037436,0.5048796791443849,0.3297459893048128,0.05218917112299466
StarCraft,PL,Simulation Data,32,0.7470254010695188,0.6952372994652407,0.23616310160427814,0.4933155080213904,0.3533422459893048,0.03743315508021389
StarCraft,PL,Simulation Data,33,0.7341410427807487,0.7216243315508022,0.18803475935828878,0.5086731283422461,0.41004344919786095,0.06403743315508023
StarCraft,PL,Simulation Data,34,0.7058656417112299,0.6715741978609626,0.1897225935828877,0.4689171122994652,0.3911263368983957,0.07695521390374331
StarCraft,PL,Simulation Data,35,0.7284592245989305,0.720254010695187,0.18726604278074868,0.4686163101604278,0.4084057486631016,0.08923796791443851
StarCraft,PL,Simulation Data,36,0.7175133689839572,0.7558656417112299,0.17010360962566848,0.44202874331550807,0.38810160427807494,0.03293783422459893
StarCraft,PL,Simulation Data,37,0.729595588235294,0.6986296791443851,0.1669451871657754,0.5257854278074865,0.4306985294117647,0.06183155080213902
StarCraft,PL,Simulation Data,38,0.7449197860962566,0.7369485294117646,0.16906751336898396,0.5097092245989304,0.3822359625668449,0.021557486631016066
StarCraft,PL,Simulation Data,39,0.6882687165775401,0.7285594919786097,0.1705882352941176,0.42483288770053484,0.44436831550802136,0.10075200534759357
StarCraft,PL,Simulation Data,40,0.745855614973262,0.7250835561497327,0.1679812834224599,0.4452707219251336,0.3703709893048129,0.0984625668449198
StarCraft,Normal,Simulation Data,1,0.648596256684492,0.6020554812834226,0.588335561497326,0.6747493315508022,0.26385360962566845,0.2568850267379679
StarCraft,Normal,Simulation Data,2,0.39201203208556146,0.4142045454545455,0.3502005347593583,0.4303475935828878,0.24996657754010693,0.06734625668449198
StarCraft,Normal,Simulation Data,3,0.3680314171122995,0.3545120320855615,0.20835561497326208,0.26250000000000007,0.2925467914438503,0.04994986631016043
StarCraft,Normal,Simulation Data,4,0.42337901069518713,0.36844919786096264,0.18155080213903746,0.355581550802139,0.2943516042780749,0.0019719251336898502
StarCraft,Normal,Simulation Data,5,0.403826871657754,0.37939505347593583,0.21915106951871657,0.2872326203208556,0.36014371657754013,-0.01634358288770053
StarCraft,Normal,Simulation Data,6,0.36328542780748674,0.35304144385026737,0.1829545454545455,0.40160427807486626,0.39707553475935825,0.0299298128342246
StarCraft,Normal,Simulation Data,7,0.4283088235294117,0.36651069518716584,0.14010695187165778,0.40324197860962563,0.4204044117647059,-3.342245989306214e-05
StarCraft,Normal,Simulation Data,8,0.46961898395721924,0.43419117647058825,0.1716243315508021,0.3788937165775402,0.4252673796791444,-0.004328208556149721
StarCraft,Normal,Simulation Data,9,0.4617479946524064,0.40907419786096255,0.20880681818181818,0.40282419786096246,0.3768048128342246,-0.002590240641711239
StarCraft,Normal,Simulation Data,10,0.48283756684491974,0.4297794117647058,0.21149732620320863,0.38081550802139036,0.3341243315508021,0.017797459893048134
